week_start,publisher,CDU/CSU_count,CDU/CSU_total,SPD_count,SPD_total,Grüne_count,Grüne_total,FDP_count,FDP_total,AfD_count,AfD_total,Die Linke_count,Die Linke_total,CDU/CSU_pct,SPD_pct,Grüne_pct,FDP_pct,AfD_pct,Die Linke_pct
2014-02-11,Presseclub,1,1,0,0,1,1,0,0,1,1,0,0,33.0,0.0,33.0,0.0,33.0,0.0
2014-02-18,Presseclub,1,3,0,0,1,2,0,0,0,0,0,0,60.0,0.0,40.0,0.0,0.0,0.0
2014-03-04,Presseclub,1,10,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2014-03-18,Presseclub,1,9,1,1,0,0,0,0,1,2,0,0,75.0,8.0,0.0,0.0,17.0,0.0
2014-03-25,Presseclub,1,19,1,29,1,3,1,1,0,0,1,2,35.0,54.0,6.0,2.0,0.0,4.0
2014-04-22,Presseclub,2,15,2,18,2,10,2,2,1,1,1,1,32.0,38.0,21.0,4.0,2.0,2.0
2014-05-06,Presseclub,1,1,0,0,1,1,0,0,1,1,0,0,33.0,0.0,33.0,0.0,33.0,0.0
2014-05-13,Presseclub,1,12,1,3,1,1,1,4,1,8,1,3,39.0,10.0,3.0,13.0,26.0,10.0
2014-06-03,Presseclub,1,2,2,4,0,0,0,0,0,0,1,1,29.0,57.0,0.0,0.0,0.0,14.0
2014-06-10,Presseclub,0,0,1,1,1,1,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0
2014-06-17,Presseclub,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,100.0
2014-07-08,Presseclub,2,4,0,0,0,0,1,3,0,0,0,0,57.0,0.0,0.0,43.0,0.0,0.0
2014-07-22,Presseclub,0,0,0,0,0,0,0,0,1,2,1,1,0.0,0.0,0.0,0.0,67.0,33.0
2014-08-19,Presseclub,1,24,1,27,1,15,1,18,1,19,1,8,22.0,24.0,14.0,16.0,17.0,7.0
2014-08-26,Presseclub,1,3,1,1,0,0,1,1,0,0,0,0,60.0,20.0,0.0,20.0,0.0,0.0
2014-09-02,Presseclub,1,8,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2014-09-09,Presseclub,1,18,1,1,0,0,1,1,0,0,0,0,90.0,5.0,0.0,5.0,0.0,0.0
2014-10-21,Presseclub,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-04,Presseclub,0,0,1,1,0,0,1,3,1,2,0,0,0.0,17.0,0.0,50.0,33.0,0.0
2014-11-11,Presseclub,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2014-11-18,Presseclub,1,21,1,41,1,29,1,1,1,6,1,46,15.0,28.0,20.0,1.0,4.0,32.0
2014-11-25,Presseclub,2,45,1,1,0,0,0,0,1,3,1,1,90.0,2.0,0.0,0.0,6.0,2.0
2014-12-09,Presseclub,1,5,0,0,0,0,0,0,1,14,0,0,26.0,0.0,0.0,0.0,74.0,0.0
2014-12-30,Presseclub,1,12,1,2,0,0,0,0,0,0,1,2,75.0,12.0,0.0,0.0,0.0,12.0
2015-01-20,Presseclub,1,2,0,0,0,0,0,0,1,1,1,1,50.0,0.0,0.0,0.0,25.0,25.0
2015-02-03,Presseclub,1,3,1,3,0,0,1,2,1,2,0,0,30.0,30.0,0.0,20.0,20.0,0.0
2015-03-03,Presseclub,1,2,0,0,0,0,0,0,0,0,1,2,50.0,0.0,0.0,0.0,0.0,50.0
2015-03-24,Presseclub,1,112,1,9,1,3,1,1,1,3,1,4,85.0,7.0,2.0,1.0,2.0,3.0
2015-04-14,Presseclub,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-21,Presseclub,1,8,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-05,Presseclub,1,6,1,2,1,1,0,0,1,1,1,1,55.0,18.0,9.0,0.0,9.0,9.0
2015-05-12,Presseclub,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-26,Presseclub,0,0,1,2,0,0,1,1,1,2,0,0,0.0,40.0,0.0,20.0,40.0,0.0
2015-06-09,Presseclub,1,29,1,2,1,1,0,0,0,0,0,0,91.0,6.0,3.0,0.0,0.0,0.0
2015-06-23,Presseclub,1,2,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2015-07-14,Presseclub,1,1,1,1,1,2,0,0,0,0,0,0,25.0,25.0,50.0,0.0,0.0,0.0
2015-07-28,Presseclub,2,10,1,7,1,4,0,0,1,4,0,0,40.0,28.0,16.0,0.0,16.0,0.0
2015-08-11,Presseclub,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2015-08-25,Presseclub,1,12,0,0,0,0,0,0,1,2,0,0,86.0,0.0,0.0,0.0,14.0,0.0
2015-09-08,Presseclub,2,19,1,3,1,1,0,0,1,2,0,0,76.0,12.0,4.0,0.0,8.0,0.0
2015-09-15,Presseclub,0,0,1,1,0,0,0,0,1,4,0,0,0.0,20.0,0.0,0.0,80.0,0.0
2015-09-22,Presseclub,1,3,1,6,1,10,0,0,1,1,1,1,14.0,29.0,48.0,0.0,5.0,5.0
2015-10-13,Presseclub,1,22,1,3,0,0,1,2,0,0,0,0,81.0,11.0,0.0,7.0,0.0,0.0
2015-10-20,Presseclub,0,0,1,1,0,0,0,0,1,1,0,0,0.0,50.0,0.0,0.0,50.0,0.0
2015-11-10,Presseclub,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-17,Presseclub,1,6,1,2,1,1,0,0,0,0,0,0,67.0,22.0,11.0,0.0,0.0,0.0
2015-11-24,Presseclub,1,1,0,0,1,1,0,0,1,3,1,1,17.0,0.0,17.0,0.0,50.0,17.0
2015-12-01,Presseclub,1,7,1,1,1,3,0,0,1,1,0,0,58.0,8.0,25.0,0.0,8.0,0.0
2016-02-09,Presseclub,0,0,1,2,0,0,0,0,1,2,0,0,0.0,50.0,0.0,0.0,50.0,0.0
2016-02-16,Presseclub,2,13,1,4,0,0,0,0,2,9,0,0,50.0,15.0,0.0,0.0,35.0,0.0
2016-03-08,Presseclub,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2016-04-12,Presseclub,2,12,2,17,2,4,1,1,2,10,1,5,24.0,35.0,8.0,2.0,20.0,10.0
2016-05-03,Presseclub,1,99,1,9,1,4,1,1,1,16,1,2,76.0,7.0,3.0,1.0,12.0,2.0
2016-05-17,Presseclub,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2016-05-24,Presseclub,1,2,0,0,0,0,0,0,1,5,0,0,29.0,0.0,0.0,0.0,71.0,0.0
2016-05-31,Presseclub,0,0,1,1,1,1,0,0,1,2,0,0,0.0,25.0,25.0,0.0,50.0,0.0
2016-06-14,Presseclub,1,2,1,1,0,0,0,0,0,0,0,0,67.0,33.0,0.0,0.0,0.0,0.0
2016-08-02,Presseclub,1,12,0,0,0,0,1,4,1,2,0,0,67.0,0.0,0.0,22.0,11.0,0.0
2016-09-06,Presseclub,1,3,1,5,0,0,1,1,1,21,1,1,10.0,16.0,0.0,3.0,68.0,3.0
2016-09-13,Presseclub,1,5,0,0,0,0,0,0,1,1,0,0,83.0,0.0,0.0,0.0,17.0,0.0
2016-10-04,Presseclub,2,36,1,1,0,0,0,0,1,3,0,0,90.0,2.0,0.0,0.0,8.0,0.0
2016-10-11,Presseclub,1,2,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,Presseclub,1,4,0,0,1,2,0,0,0,0,0,0,67.0,0.0,33.0,0.0,0.0,0.0
2016-10-25,Presseclub,1,1,1,1,0,0,0,0,1,2,0,0,25.0,25.0,0.0,0.0,50.0,0.0
2016-11-08,Presseclub,2,27,2,11,2,13,2,5,2,77,2,7,19.0,8.0,9.0,4.0,55.0,5.0
2017-01-10,Presseclub,1,35,1,3,1,5,1,8,1,9,1,1,57.0,5.0,8.0,13.0,15.0,2.0
2017-03-07,Presseclub,1,65,1,62,1,10,1,14,1,6,1,1,41.0,39.0,6.0,9.0,4.0,1.0
2017-04-04,Presseclub,1,5,1,1,1,1,0,0,1,5,0,0,42.0,8.0,8.0,0.0,42.0,0.0
2017-04-18,Presseclub,1,8,1,3,0,0,1,1,1,2,0,0,57.0,21.0,0.0,7.0,14.0,0.0
2017-04-25,Presseclub,0,0,1,1,0,0,1,3,0,0,1,3,0.0,14.0,0.0,43.0,0.0,43.0
2017-05-02,Presseclub,1,3,0,0,0,0,0,0,1,7,0,0,30.0,0.0,0.0,0.0,70.0,0.0
2017-05-09,Presseclub,1,3,1,2,1,6,2,2,2,8,0,0,14.0,10.0,29.0,10.0,38.0,0.0
2017-05-16,Presseclub,1,12,1,70,1,5,1,10,1,13,1,3,11.0,62.0,4.0,9.0,12.0,3.0
2017-07-04,Presseclub,1,2,1,11,1,6,1,1,1,1,0,0,10.0,52.0,29.0,5.0,5.0,0.0
2017-07-11,Presseclub,1,2,1,1,1,1,1,1,1,1,0,0,33.0,17.0,17.0,17.0,17.0,0.0
2017-07-18,Presseclub,1,5,1,1,1,5,0,0,1,1,0,0,42.0,8.0,42.0,0.0,8.0,0.0
2017-07-25,Presseclub,1,11,1,1,0,0,1,4,1,2,0,0,61.0,6.0,0.0,22.0,11.0,0.0
2017-08-01,Presseclub,1,5,1,2,1,2,0,0,0,0,0,0,56.0,22.0,22.0,0.0,0.0,0.0
2017-08-15,Presseclub,0,0,1,1,1,1,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0
2017-08-22,Presseclub,1,10,1,20,1,4,1,7,1,3,1,4,21.0,42.0,8.0,15.0,6.0,8.0
2017-08-29,Presseclub,0,0,1,3,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2017-09-05,Presseclub,1,5,1,2,0,0,1,1,1,1,1,1,50.0,20.0,0.0,10.0,10.0,10.0
2017-09-12,Presseclub,1,16,1,15,1,7,1,9,1,15,1,4,24.0,23.0,11.0,14.0,23.0,6.0
2017-09-19,Presseclub,1,5,1,3,1,2,1,9,1,6,0,0,20.0,12.0,8.0,36.0,24.0,0.0
2017-10-03,Presseclub,1,1,1,4,0,0,0,0,1,2,1,3,10.0,40.0,0.0,0.0,20.0,30.0
2017-10-24,Presseclub,1,7,1,4,0,0,1,3,1,2,1,4,35.0,20.0,0.0,15.0,10.0,20.0
2017-11-14,Presseclub,1,67,1,6,1,29,1,14,1,2,0,0,57.0,5.0,25.0,12.0,2.0,0.0
2017-11-21,Presseclub,1,32,1,38,1,8,1,14,1,4,1,1,33.0,39.0,8.0,14.0,4.0,1.0
2017-11-28,Presseclub,0,0,1,3,0,0,1,1,1,4,0,0,0.0,38.0,0.0,12.0,50.0,0.0
2017-12-05,Presseclub,2,12,2,2,1,3,1,1,2,4,0,0,55.0,9.0,14.0,5.0,18.0,0.0
2018-02-20,Presseclub,0,0,0,0,1,2,0,0,1,5,0,0,0.0,0.0,29.0,0.0,71.0,0.0
2018-03-20,Presseclub,1,9,1,1,0,0,1,3,1,1,0,0,64.0,7.0,0.0,21.0,7.0,0.0
2018-04-10,Presseclub,1,29,1,9,1,6,1,2,1,1,0,0,62.0,19.0,13.0,4.0,2.0,0.0
2018-04-24,Presseclub,1,22,1,2,1,1,1,1,1,2,0,0,79.0,7.0,4.0,4.0,7.0,0.0
2018-05-01,Presseclub,1,12,1,46,1,3,1,3,1,2,1,1,18.0,69.0,4.0,4.0,3.0,1.0
2018-05-08,Presseclub,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0
2018-06-12,Presseclub,1,104,1,4,1,2,1,7,1,5,0,0,85.0,3.0,2.0,6.0,4.0,0.0
2018-06-19,Presseclub,1,34,0,0,1,1,0,0,1,3,0,0,89.0,0.0,3.0,0.0,8.0,0.0
2018-07-17,Presseclub,1,6,1,2,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0,0.0,0.0
2018-08-21,Presseclub,1,9,1,4,0,0,0,0,0,0,1,1,64.0,29.0,0.0,0.0,0.0,7.0
2018-09-04,Presseclub,1,5,1,1,0,0,0,0,1,2,0,0,62.0,12.0,0.0,0.0,25.0,0.0
2018-09-18,Presseclub,1,22,1,26,1,2,1,3,1,8,0,0,36.0,43.0,3.0,5.0,13.0,0.0
2018-10-02,Presseclub,1,4,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2018-10-09,Presseclub,1,4,1,3,1,1,1,13,1,19,1,1,10.0,7.0,2.0,32.0,46.0,2.0
2018-10-16,Presseclub,1,49,1,39,1,22,1,1,1,4,0,0,43.0,34.0,19.0,1.0,3.0,0.0
2018-10-23,Presseclub,1,5,0,0,1,1,0,0,0,0,1,2,62.0,0.0,12.0,0.0,0.0,25.0
2018-11-06,Presseclub,1,1,1,1,0,0,0,0,1,2,0,0,25.0,25.0,0.0,0.0,50.0,0.0
2018-11-20,Presseclub,1,5,2,17,1,8,2,2,2,2,0,0,15.0,50.0,24.0,6.0,6.0,0.0
2018-11-27,Presseclub,1,2,0,0,0,0,0,0,1,1,0,0,67.0,0.0,0.0,0.0,33.0,0.0
2019-01-08,Presseclub,1,3,0,0,1,4,0,0,0,0,0,0,43.0,0.0,57.0,0.0,0.0,0.0
2019-03-05,Presseclub,1,91,1,28,1,12,1,3,1,3,1,12,61.0,19.0,8.0,2.0,2.0,8.0
2019-03-26,Presseclub,1,5,0,0,0,0,1,1,0,0,0,0,83.0,0.0,0.0,17.0,0.0,0.0
2019-04-09,Presseclub,1,7,1,5,0,0,1,3,1,1,0,0,44.0,31.0,0.0,19.0,6.0,0.0
2019-07-23,Presseclub,1,4,0,0,0,0,0,0,1,1,0,0,80.0,0.0,0.0,0.0,20.0,0.0
2019-08-06,Presseclub,1,23,1,74,1,8,1,2,1,3,1,3,20.0,65.0,7.0,2.0,3.0,3.0
2019-10-08,Presseclub,1,41,1,17,0,0,0,0,0,0,0,0,71.0,29.0,0.0,0.0,0.0,0.0
2019-11-12,Presseclub,1,4,1,3,1,4,1,1,0,0,0,0,33.0,25.0,33.0,8.0,0.0,0.0
2019-12-03,Presseclub,1,19,1,5,1,1,1,1,1,5,1,1,59.0,16.0,3.0,3.0,16.0,3.0
2020-01-14,Presseclub,0,0,0,0,1,2,0,0,1,2,0,0,0.0,0.0,50.0,0.0,50.0,0.0
2020-01-28,Presseclub,0,0,0,0,1,4,1,1,0,0,0,0,0.0,0.0,80.0,20.0,0.0,0.0
2020-03-17,Presseclub,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2020-04-14,Presseclub,0,0,0,0,1,1,1,2,0,0,0,0,0.0,0.0,33.0,67.0,0.0,0.0
2020-04-28,Presseclub,1,1,1,1,1,1,1,1,1,2,1,1,14.0,14.0,14.0,14.0,29.0,14.0
2020-06-09,Presseclub,1,10,1,2,1,1,0,0,0,0,0,0,77.0,15.0,8.0,0.0,0.0,0.0
2021-02-02,Presseclub,0,0,0,0,1,1,1,7,1,2,0,0,0.0,0.0,10.0,70.0,20.0,0.0
2021-04-13,Presseclub,1,1,0,0,0,0,1,1,1,1,0,0,33.0,0.0,0.0,33.0,33.0,0.0
2021-07-06,Presseclub,1,1,1,1,1,1,1,1,1,4,0,0,12.0,12.0,12.0,12.0,50.0,0.0
2022-01-18,Presseclub,1,3,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,Presseclub,0,0,0,0,1,6,1,12,1,1,0,0,0.0,0.0,32.0,63.0,5.0,0.0
2022-12-06,Presseclub,1,1,1,2,1,1,1,1,0,0,0,0,20.0,40.0,20.0,20.0,0.0,0.0
2023-01-10,Presseclub,2,22,2,8,2,178,2,16,2,8,0,0,9.0,3.0,77.0,7.0,3.0,0.0
2023-02-07,Presseclub,1,2,1,10,1,27,1,9,1,10,0,0,3.0,17.0,47.0,16.0,17.0,0.0
2023-03-07,Presseclub,1,2,0,0,2,5,2,3,1,1,0,0,18.0,0.0,45.0,27.0,9.0,0.0
2023-05-09,Presseclub,3,5,2,3,1,1,0,0,1,1,0,0,50.0,30.0,10.0,0.0,10.0,0.0
2023-08-08,Presseclub,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2023-08-22,Presseclub,0,0,1,1,1,3,1,6,1,4,0,0,0.0,7.0,21.0,43.0,29.0,0.0
2023-09-12,Presseclub,1,5,1,1,1,2,1,2,1,6,0,0,31.0,6.0,12.0,12.0,38.0,0.0
2023-09-19,Presseclub,1,5,1,1,1,1,1,1,1,2,0,0,50.0,10.0,10.0,10.0,20.0,0.0
2023-10-03,Presseclub,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2023-10-10,Presseclub,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2023-10-24,Presseclub,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2023-11-14,Presseclub,1,5,1,3,1,6,1,4,0,0,0,0,28.0,17.0,33.0,22.0,0.0,0.0
2023-11-28,Presseclub,1,4,0,0,0,0,1,1,0,0,0,0,80.0,0.0,0.0,20.0,0.0,0.0
2023-12-05,Presseclub,1,3,1,3,1,11,0,0,1,4,0,0,14.0,14.0,52.0,0.0,19.0,0.0
2024-01-09,Presseclub,2,13,1,2,2,3,2,5,1,1,0,0,54.0,8.0,12.0,21.0,4.0,0.0
2024-01-23,Presseclub,1,2,0,0,0,0,0,0,1,1,0,0,67.0,0.0,0.0,0.0,33.0,0.0
2024-02-06,Presseclub,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-13,Presseclub,0,0,1,4,1,1,0,0,1,2,0,0,0.0,57.0,14.0,0.0,29.0,0.0
2024-02-27,Presseclub,1,1,1,2,1,1,0,0,1,2,0,0,17.0,33.0,17.0,0.0,33.0,0.0
2024-03-12,Presseclub,0,0,1,2,1,3,1,3,0,0,0,0,0.0,25.0,38.0,38.0,0.0,0.0
2024-03-19,Presseclub,2,21,2,2,2,3,2,2,0,0,0,0,75.0,7.0,11.0,7.0,0.0,0.0
2024-04-09,Presseclub,0,0,0,0,1,2,0,0,1,1,0,0,0.0,0.0,67.0,0.0,33.0,0.0
2024-04-23,Presseclub,1,6,1,8,1,2,1,8,1,1,0,0,24.0,32.0,8.0,32.0,4.0,0.0
2024-04-30,Presseclub,1,1,1,3,0,0,1,1,1,10,0,0,7.0,20.0,0.0,7.0,67.0,0.0
2024-05-21,Presseclub,1,1,1,6,0,0,1,3,1,2,0,0,8.0,50.0,0.0,25.0,17.0,0.0
2024-06-11,Presseclub,1,1,1,1,1,8,1,1,1,1,0,0,8.0,8.0,67.0,8.0,8.0,0.0
2024-06-18,Presseclub,2,42,2,17,1,2,1,2,2,10,0,0,58.0,23.0,3.0,3.0,14.0,0.0
2024-06-25,Presseclub,1,4,1,11,1,5,1,6,1,1,0,0,15.0,41.0,19.0,22.0,4.0,0.0
2024-07-02,Presseclub,3,30,3,151,3,13,3,22,3,17,2,7,12.0,63.0,5.0,9.0,7.0,3.0
2024-07-09,Presseclub,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-16,Presseclub,2,6,0,0,1,1,1,1,2,5,0,0,46.0,0.0,8.0,8.0,38.0,0.0
2024-07-23,Presseclub,1,3,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,Presseclub,1,1,1,5,0,0,0,0,1,4,0,0,10.0,50.0,0.0,0.0,40.0,0.0
2024-08-20,Presseclub,2,17,2,12,2,7,2,3,2,74,2,4,15.0,10.0,6.0,3.0,63.0,3.0
2024-09-10,Presseclub,1,7,1,2,1,10,1,8,1,1,0,0,25.0,7.0,36.0,29.0,4.0,0.0
2024-09-17,Presseclub,1,21,1,9,1,7,1,1,1,6,0,0,48.0,20.0,16.0,2.0,14.0,0.0
2024-09-24,Presseclub,1,6,0,0,0,0,1,2,0,0,0,0,75.0,0.0,0.0,25.0,0.0,0.0
2024-10-08,Presseclub,3,17,3,26,2,6,3,34,3,13,0,0,18.0,27.0,6.0,35.0,14.0,0.0
2024-10-15,Presseclub,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0
2024-10-22,Presseclub,2,11,1,6,2,7,2,5,2,5,0,0,32.0,18.0,21.0,15.0,15.0,0.0
2024-11-12,Presseclub,1,15,1,14,1,8,1,1,1,6,0,0,34.0,32.0,18.0,2.0,14.0,0.0
2024-12-10,Presseclub,1,2,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2025-02-11,Presseclub,1,5,1,7,1,9,0,0,1,1,0,0,23.0,32.0,41.0,0.0,5.0,0.0
2025-11-25,Presseclub,1,11,1,3,1,1,1,2,1,25,0,0,26.0,7.0,2.0,5.0,60.0,0.0
